x,y,label
-3.4799933,7.232913,2
-1.5734241,5.0913496,2
-2.142794,5.587238,2
-1.8360147,4.473745,2
-2.274778,5.099276,2
-3.3355665,5.866445,2
-3.2179575,6.5210752,2
-1.3093469,5.2886977,2
-3.416555,6.7780256,2
-2.585138,6.1765633,2
-2.906818,6.3290215,2
-2.257176,4.44247,2
-2.4108336,4.727072,2
-3.7417707,5.4196606,2
-2.78839,8.2326145,2
-3.2304168,7.6541247,2
-1.6120757,5.0767975,2
-3.3785129,6.25872,2
-3.7408073,5.72202,2
-3.886908,5.7505465,2
-3.8265054,5.291558,2
-3.8830695,5.40698,2
-3.915971,5.3986154,2
-3.8124137,5.341776,2
-3.9293635,5.513959,2
-3.9066784,5.499844,2
-3.5654726,5.2516146,2
0.38741678,5.3712397,1
-0.037321907,4.8566027,1
-0.13154866,4.697253,1
-0.73904073,7.5938063,1
-0.6438234,7.6501365,1
0.39207256,5.494501,1
0.04948732,4.8615055,1
-0.05067212,4.6764507,1
-1.1682878,3.6884985,1
-2.2337704,3.6703408,1
-2.1758494,3.6131728,1
0.21199459,5.85391,1
0.16381106,5.8476973,1
-0.21425614,5.7162423,1
-1.731373,4.0371156,1
-1.7500585,4.061923,1
-1.7398455,4.0415196,1
-1.0387834,4.1500397,1
-2.1779249,4.157091,1
-2.2081022,4.1901817,1
-1.8968787,3.9453354,1
-1.9593213,4.0091915,1
-1.9266833,4.020216,1
-1.5718533,4.123059,1
1.1699095,16.554937,0
0.69366944,16.825956,0
0.24307564,17.260807,0
-1.0368063,17.993889,0
-1.0171092,18.272873,0
-0.9503518,18.22877,0
-0.89493865,18.307934,0
-1.1367772,18.24905,0
-1.1890745,18.2579,0
-1.2100902,18.300919,0
-1.1247052,18.332815,0
-1.2053379,18.279245,0
-1.1862454,18.228386,0
1.0740005,16.004248,0
0.7343871,16.533722,0
1.4470993,15.9503975,0
1.5106676,16.017921,0
1.4688323,16.306387,0
1.3450152,16.2502,0
1.5301474,15.858722,0
1.5328976,15.880589,0
1.8243705,16.110113,0
1.9606258,16.28967,0
1.3252437,16.91301,0
0.9348311,17.256857,0
0.0110628195,18.57173,0
-0.29865602,18.674284,0
16.291594,12.589215,3
16.341692,12.6507435,3
16.299574,12.622883,3
16.31469,12.626871,3
16.326527,12.643186,3
16.30016,12.614977,3
16.310146,12.613149,3
16.288631,12.601532,3
16.279688,12.583531,3
16.364605,12.6717825,3
16.316156,12.624054,3
16.35401,12.66295,3
16.325804,12.64371,3
16.33095,12.653288,3
16.306568,12.625256,3
16.271862,12.594709,3
16.226133,12.539085,3
16.28266,12.599763,3
16.271215,12.589716,3
16.234137,12.549179,3
16.26344,12.584261,3
16.301441,12.619972,3
16.32313,12.638207,3
16.300745,12.628195,3
16.339054,12.666874,3
16.301912,12.622621,3
16.284172,12.594136,3
16.364063,12.669217,3
16.374334,12.687759,3
16.298632,12.618602,3
16.305807,12.632249,3
16.292418,12.595551,3
16.323603,12.551892,3
16.27468,12.592279,3
16.24588,12.644235,3
16.351067,12.661503,3
16.31197,12.621558,3
16.356089,12.67353,3
16.33586,12.643503,3
16.35004,12.654295,3
16.357767,12.661476,3
16.368305,12.679039,3
16.285706,12.587443,3
16.399597,12.702899,3
16.369423,12.680412,3
16.336042,12.672655,3
16.30644,12.59491,3
12.850453,9.410036,4
13.928554,9.21973,4
14.262667,9.124952,4
14.211693,9.104936,4
14.1290655,9.164613,4
14.252559,9.054824,4
14.390933,9.172678,4
14.1407,9.346577,4
14.101437,9.385456,4
15.615192,9.236567,4
14.282265,9.074964,4
14.422549,9.140698,4
14.380685,9.199101,4
14.314332,9.223817,4
14.341788,9.156872,4
14.189106,9.227482,4
14.06314,9.286725,4
13.732641,8.81596,4
13.741243,8.88088,4
14.360366,9.194361,4
14.481563,9.111246,4
14.267663,9.141658,4
14.0954075,9.086095,4
14.157358,9.34204,4
14.103813,9.26777,4
5.884304,10.61731,5
5.8866754,10.626465,5
5.9163904,10.494636,5
5.971694,10.520815,5
6.048902,10.48306,5
5.9798694,10.538323,5
6.022668,10.493408,5
6.1061606,10.470995,5
5.852752,10.594594,5
5.8716073,10.62946,5
5.925178,10.524995,5
5.941568,10.496234,5
5.913238,10.49066,5
5.9310336,10.543468,5
6.0608945,10.468932,5
6.0341506,10.397713,5
6.012306,10.362275,5
5.860613,10.6323,5
5.893565,10.600024,5
5.865103,10.553471,5
5.9181027,10.449532,5
6.0316377,10.466277,5
5.9749837,10.493267,5
5.973678,10.542269,5
6.0875053,10.442156,5
6.120751,10.403976,5
-2.4746418,6.802766,2
-1.304087,6.0070667,2
-3.2272415,7.0242558,2
-2.4285645,7.2198772,2
-2.0909092,6.7275033,2
-3.1795714,6.743722,2
-3.631703,6.150701,2
-2.8175962,5.450262,2
-3.2402208,5.6560264,2
-3.1676574,5.3411226,2
-2.4139853,4.3167834,2
-2.9312422,5.4160666,2
-2.7640085,5.8537683,2
-3.4444916,6.255112,2
-2.6148603,8.353851,2
-3.2345247,7.7811418,2
-3.8864088,7.0973034,2
-2.2583675,4.883233,2
-2.6116457,5.2697983,2
-3.7874038,6.2332525,2
-2.9529252,5.4917536,2
-3.0781808,5.3688517,2
-3.1007833,5.2539234,2
-3.618336,5.9099646,2
-3.7406416,5.829652,2
-3.3249116,5.102958,2
0.20805326,5.093803,1
-0.06095745,4.693495,1
-0.3949787,4.593137,1
-2.332027,4.0051837,1
-2.2648313,3.8140705,1
-2.2874064,3.7523484,1
-2.4703119,3.796304,1
-2.557588,3.867983,1
-2.7479956,3.9596307,1
-2.9914138,4.2492967,1
-2.4171262,3.8507314,1
1.120248,16.472822,0
0.8167872,16.553783,0
-0.107272275,17.302647,0
-0.9949831,18.002628,0
-1.0249386,18.123735,0
-0.8238136,18.212303,0
-1.1749786,18.244858,0
-1.0336461,18.126743,0
-1.0151831,18.177067,0
-1.0182217,18.213392,0
-0.98027545,18.15083,0
-0.46918124,18.154518,0
0.10380281,6.2085614,1
0.14812031,5.867666,1
-0.10313645,5.739235,1
-0.8714945,5.047922,1
-2.8482027,4.5339646,1
-2.5176167,4.154437,1
-2.3972437,4.197968,1
-2.04206,4.0831413,1
-1.9445003,4.1941047,1
-1.9390622,4.0434017,1
-1.9829293,4.063158,1
-2.1518354,5.9735,1
1.2759312,15.992839,0
1.1536217,16.092089,0
0.014406185,16.374523,0
-0.14990869,16.307991,0
-0.20710365,16.345972,0
-0.5035585,16.604532,0
-0.5756437,16.8033,0
-0.6527461,16.81145,0
-0.22065243,16.341154,0
-0.19039398,16.276722,0
-0.24798536,16.339668,0
16.202337,12.514642,3
16.170237,12.469489,3
16.178314,12.4891615,3
16.187353,12.492027,3
16.176008,12.477015,3
16.15368,12.457612,3
16.16798,12.471883,3
16.141891,12.4504385,3
16.245403,12.504753,3
16.252754,12.557436,3
16.29316,12.58291,3
16.195904,12.497855,3
16.16735,12.453722,3
16.184769,12.47175,3
16.165874,12.470355,3
16.150547,12.45978,3
16.143229,12.450813,3
16.22291,12.508295,3
16.212906,12.5135145,3
16.163101,12.4707775,3
16.166798,12.473265,3
16.12822,12.427635,3
16.132671,12.405967,3
16.107294,12.41275,3
16.260462,12.5697975,3
16.1522,12.460104,3
16.173897,12.480272,3
16.1689,12.44301,3
16.132317,12.323815,3
16.120483,12.419828,3
16.142427,12.4481735,3
16.112232,12.415364,3
16.230597,12.5381565,3
16.142845,12.454644,3
16.159845,12.466772,3
16.157646,12.466075,3
16.115875,12.4235115,3
16.135515,12.395027,3
16.183302,12.49054,3
16.092144,12.4134,3
16.167498,12.472634,3
16.181776,12.48472,3
16.208614,12.502681,3
16.182247,12.469103,3
16.193825,12.494466,3
16.174805,12.47535,3
16.126019,12.436524,3
16.12704,12.408939,3
11.054611,7.6317315,4
14.183863,9.340611,4
14.491586,9.329007,4
14.665891,9.245953,4
14.393511,9.168291,4
14.203935,9.323816,4
14.192989,9.342079,4
5.879384,10.618515,5
5.87897,10.631316,5
5.899782,10.504879,5
5.9590755,10.456851,5
6.0602083,10.4958935,5
5.9826016,10.541477,5
5.9930305,10.529134,5
6.1078286,10.472362,5
6.103143,10.464995,5
5.876016,10.6290045,5
5.869134,10.632,5
5.934554,10.53233,5
5.9863853,10.461833,5
6.0880933,10.481527,5
5.988539,10.54876,5
6.013129,10.527762,5
6.098738,10.495456,5
6.108669,10.473167,5
5.910065,10.6279545,5
5.8815494,10.640386,5
5.9380827,10.524762,5
5.9588165,10.513122,5
6.0440245,10.50393,5
5.964872,10.556657,5
5.9866033,10.557266,5
6.1045356,10.474653,5
6.1096873,10.474362,5
13.5039625,8.438721,4
14.039503,9.112357,4
14.374022,9.211291,4
14.356161,9.225674,4
14.225011,9.373253,4
14.325916,9.181029,4
14.423189,9.076502,4
14.257212,9.358268,4
14.178908,9.330867,4
14.4435625,9.185371,4
14.33796,9.192867,4
14.137308,9.112653,4
14.07017,9.015558,4
14.422076,9.206754,4
14.481793,9.168271,4
14.243499,9.346596,4
14.197353,9.371633,4
-0.9241753,7.964757,2
-1.3601938,7.18299,2
-2.0298243,6.367472,2
-3.3140597,7.4611793,2
-1.6381338,7.789453,2
-1.0460958,7.6175766,2
-1.3854734,7.795152,2
-0.7155448,7.160675,2
-1.1673883,7.7292814,2
-1.089609,7.717276,2
-1.1131846,7.7096543,2
-0.8644435,7.5482936,2
-1.0056217,7.251144,2
-0.82100904,7.4878,2
-1.0498986,7.5783257,2
-1.0544312,7.5435147,2
-2.5204613,8.488046,2
-2.9233985,8.133351,2
-3.3043008,7.502677,2
-2.347425,5.9960423,2
-2.2130518,6.3141546,2
-2.3227298,7.7170396,2
-2.5653489,7.4533563,2
-2.2660098,6.346517,2
-3.3264437,6.5381403,2
-3.6069264,6.2345,2
-3.6676579,5.9714046,2
-3.7204244,5.8278193,2
-3.8904676,5.555126,2
-3.9123228,5.719794,2
-2.0106773,7.0804443,2
-2.4334228,8.435701,1
-3.1446266,7.952751,1
-3.2711923,7.3249655,1
-1.5666792,5.101331,1
-1.0636009,5.1068215,1
-0.89391613,5.218827,1
0.42344078,5.751048,1
0.45781276,5.5966296,1
0.44361722,5.3868494,1
-0.30323854,4.8312016,1
-2.3945155,4.005837,1
-2.2161899,3.9511073,1
0.23005404,6.1167536,1
0.19063224,6.0647793,1
-0.04997029,5.8923044,1
-1.2313293,5.2263627,1
-1.6130295,4.5498524,1
-1.2186285,4.92984,1
-2.678681,5.1952853,1
-1.4345449,5.266708,1
-0.8373337,5.773521,1
-1.0638928,5.5661416,1
-2.123814,4.30427,1
-2.6407657,3.9927692,1
-3.2693427,4.675546,1
-2.3432446,4.393039,1
1.3808836,16.42493,0
1.2065432,16.84709,0
1.1076585,17.074142,0
0.3329964,17.854113,0
0.3062412,18.103832,0
0.40468392,17.7827,0
0.6083964,17.588339,0
0.49554086,17.387403,0
0.4605194,17.350357,0
0.6211148,17.311073,0
0.7968955,17.30787,0
0.8929421,18.146317,0
0.4794621,17.807281,0
0.4669634,17.064886,0
0.6062891,16.568504,0
0.5766572,16.7562,0
-0.23142792,17.576431,0
-0.9137691,18.118288,0
-0.63814545,18.086365,0
-0.44443527,18.159954,0
-0.8533031,18.13352,0
-0.7167319,18.121485,0
-0.64858705,18.171225,0
-0.010743954,17.264172,0
-0.011463799,17.198994,0
-0.55049527,18.09328,0
-0.40677506,18.19149,0
-0.35889792,18.094004,0
-0.9941376,18.204184,0
-0.91449714,18.19735,0
12.618043,12.124834,3
12.372365,12.300772,3
11.954642,12.619479,3
11.841102,12.678938,3
11.803595,12.703635,3
11.795815,12.731521,3
11.769635,12.735583,3
11.757386,12.734977,3
11.811992,12.705264,3
11.609692,12.796219,3
11.668129,12.776272,3
11.729958,12.744749,3
11.776557,12.72057,3
11.738589,12.743469,3
11.747633,12.741115,3
11.797316,12.723308,3
12.480005,12.151086,3
12.390488,12.200152,3
12.028435,12.556325,3
11.773877,12.811588,3
11.568159,12.821053,3
11.551634,12.824311,3
11.551329,12.805119,3
11.601877,12.793112,3
11.555258,12.816266,3
11.576206,12.817317,3
11.602694,12.840378,3
11.585108,12.821538,3
11.6021385,12.808419,3
11.58579,12.808199,3
11.688835,12.795049,3
12.185346,8.847663,4
12.30755,8.931262,4
12.110499,8.969968,4
