x,y,label
4.281124,4.714883,5
15.197703,2.09431,0
0.8313393,-4.773384,4
-2.5423431,7.9425297,1
-0.78150606,-1.2846626,9
4.388316,11.021029,2
-3.2101557,14.034099,1
6.5892653,4.664192,3
-2.5891552,13.642934,1
-2.2474701,-4.690736,4
6.9344163,4.0644836,3
3.3215659,6.679137,5
6.102392,2.523654,3
11.686096,7.036114,6
-3.5162413,13.080981,1
-4.3857,1.2289773,7
4.2284584,10.929913,2
0.6363295,3.9285705,8
10.468341,7.4324474,6
-2.0752282,0.0691442,9
1.3520479,-4.6013527,4
15.450419,1.9046605,0
-1.6813122,-0.28119287,9
-2.5767984,7.8693895,1
-1.9483168,12.006803,1
2.6281059,11.814199,2
-0.8353143,-3.3112047,4
6.551411,3.756364,3
-3.739534,1.184016,2
-3.777088,1.9258533,7
6.105287,2.040959,3
0.2862819,4.1918645,8
10.839959,6.6568007,6
-2.2196064,0.43025246,9
14.755511,3.092155,0
3.7694404,6.4704795,5
10.585517,7.641408,6
14.977928,2.9422212,0
-3.823522,-1.2160543,7
11.289071,7.0880017,6
-1.9296415,12.167037,1
1.2614565,3.4792707,8
-3.613695,-0.7686912,7
-2.0221891,-0.13883586,9
5.5513496,3.5217974,3
-0.75684804,-0.9456839,9
1.740443,2.3935857,8
3.4602864,5.642449,5
5.4576697,3.2903142,9
6.571039,4.2183475,3
7.160544,3.1900787,3
14.773406,1.3259783,0
-5.159936,-0.5818186,7
-2.1312723,-3.5724652,4
-0.89327896,-0.92797893,9
0.6484248,3.0904937,8
14.06704,0.8799933,0
-1.5715394,-0.16505075,9
0.5408937,-4.156679,4
-3.0583274,8.231084,1
1.3569089,-4.866968,4
-2.4364505,-4.1224556,4
10.515405,7.9088154,6
15.149666,1.885111,0
-0.054731745,-5.031423,4
3.2284584,6.6775517,5
11.049526,7.8357773,6
-2.6886344,10.259253,1
14.292374,0.12222163,0
13.953699,2.6037538,0
-2.0839942,12.697316,1
-4.369528,1.5696633,7
-3.3264484,12.382943,1
11.140298,7.3706436,6
5.9872966,3.302805,3
14.810658,2.5417657,0
2.1321921,11.337086,2
-2.3808339,8.790728,1
-2.8080122,9.229469,1
